id_ticket,id_producto,cantidad,precio_unitario
TICKET_000043,PROD_017,1,2800
TICKET_000043,PROD_034,1,6500
TICKET_000043,PROD_031,1,4500
TICKET_000044,PROD_001,1,2500
TICKET_000044,PROD_015,1,2800
TICKET_000044,PROD_034,1,6500
TICKET_000045,PROD_003,1,4500
TICKET_000045,PROD_023,1,3500
TICKET_000045,PROD_012,1,3000
TICKET_000046,PROD_001,2,2500
TICKET_000046,PROD_023,1,3500
TICKET_000047,PROD_031,1,4500
TICKET_000047,PROD_013,1,3500
TICKET_000047,PROD_012,1,3000
TICKET_000048,PROD_001,1,2500
TICKET_000049,PROD_010,1,3500
TICKET_000049,PROD_016,1,2500
TICKET_000050,PROD_017,1,2800
TICKET_000051,PROD_029,1,3000
TICKET_000052,PROD_035,1,7500
TICKET_000053,PROD_031,2,4500
TICKET_000054,PROD_003,1,4500
TICKET_000055,PROD_002,1,3500
TICKET_000055,PROD_017,1,2800
TICKET_000055,PROD_021,1,3500
TICKET_000055,PROD_012,1,3000
TICKET_000056,PROD_012,1,3000
TICKET_000057,PROD_006,1,2500
TICKET_000057,PROD_008,1,3200
TICKET_000058,PROD_021,1,3500
TICKET_000058,PROD_020,1,3200
TICKET_000058,PROD_011,1,2500
TICKET_000059,PROD_010,1,3500
TICKET_000059,PROD_023,1,3500
TICKET_000060,PROD_012,1,3000
TICKET_000061,PROD_019,1,3200
TICKET_000061,PROD_012,1,3000
TICKET_000062,PROD_025,1,3500
TICKET_000062,PROD_019,1,3200
TICKET_000063,PROD_034,1,6500
TICKET_000063,PROD_026,1,3500
TICKET_000064,PROD_019,1,3200
TICKET_000064,PROD_012,1,3000
TICKET_000065,PROD_012,1,3000
TICKET_000065,PROD_024,1,3000
TICKET_000065,PROD_031,2,4500
TICKET_000066,PROD_001,1,2500
TICKET_000066,PROD_035,2,7500
TICKET_000067,PROD_019,1,3200
TICKET_000067,PROD_012,1,3000
TICKET_000068,PROD_012,1,3000
TICKET_000069,PROD_010,1,3500
TICKET_000069,PROD_016,1,2500
TICKET_000069,PROD_020,2,3200
TICKET_000070,PROD_001,1,2500
TICKET_000070,PROD_026,1,3500
TICKET_000071,PROD_003,2,4500
TICKET_000071,PROD_023,1,3500
TICKET_000072,PROD_004,1,4800
TICKET_000072,PROD_034,1,6500
TICKET_000073,PROD_013,1,3500
TICKET_000074,PROD_001,1,2500
TICKET_000075,PROD_035,1,7500
TICKET_000076,PROD_021,1,3500
TICKET_000076,PROD_009,1,5000
TICKET_000077,PROD_006,1,2500
TICKET_000077,PROD_028,1,2000
TICKET_000078,PROD_026,1,3500
TICKET_000079,PROD_031,1,4500
TICKET_000079,PROD_003,1,4500
TICKET_000079,PROD_012,1,3000
TICKET_000080,PROD_018,1,2800
TICKET_000080,PROD_019,1,3200
TICKET_000081,PROD_001,2,2500
TICKET_000082,PROD_002,1,3500
TICKET_000082,PROD_017,1,2800
TICKET_000083,PROD_003,1,4500
TICKET_000083,PROD_023,1,3500
TICKET_000083,PROD_020,1,3200
TICKET_000084,PROD_012,1,3000
TICKET_000085,PROD_002,1,3500
TICKET_000086,PROD_031,1,4500
TICKET_000086,PROD_033,1,1500
TICKET_000086,PROD_021,1,3500
TICKET_000087,PROD_021,1,3500
TICKET_000087,PROD_020,2,3200
TICKET_000088,PROD_001,1,2500
TICKET_000088,PROD_015,1,2800
TICKET_000088,PROD_026,1,3500
TICKET_000089,PROD_003,1,4500
TICKET_000090,PROD_012,1,3000
TICKET_000091,PROD_006,1,2500
TICKET_000092,PROD_019,1,3200
TICKET_000092,PROD_007,1,4500
TICKET_000092,PROD_002,1,3500
TICKET_000093,PROD_029,1,3000
TICKET_000094,PROD_012,1,3000
TICKET_000095,PROD_031,1,4500
TICKET_000095,PROD_003,1,4500
TICKET_000096,PROD_001,1,2500
TICKET_000096,PROD_015,1,2800
TICKET_000096,PROD_002,1,3500
TICKET_000097,PROD_012,1,3000
TICKET_000098,PROD_035,1,7500
TICKET_000099,PROD_021,1,3500
TICKET_000100,PROD_015,1,2800
TICKET_000101,PROD_023,1,3500
TICKET_000102,PROD_002,1,3500
TICKET_000102,PROD_017,1,2800
TICKET_000102,PROD_021,1,3500
TICKET_000102,PROD_013,1,3500
TICKET_000103,PROD_018,1,2800
TICKET_000104,PROD_026,1,3500
TICKET_000104,PROD_005,1,4000
TICKET_000105,PROD_034,1,6500
TICKET_000105,PROD_015,1,2800
TICKET_000106,PROD_006,1,2500
TICKET_000106,PROD_028,1,2000
TICKET_000107,PROD_006,1,2500
TICKET_000107,PROD_028,1,2000
TICKET_000108,PROD_027,1,2500
TICKET_000109,PROD_025,1,3500
TICKET_000110,PROD_021,1,3500
TICKET_000110,PROD_009,1,5000
TICKET_000111,PROD_021,1,3500
TICKET_000111,PROD_007,1,4500
TICKET_000112,PROD_010,1,3500
TICKET_000112,PROD_016,1,2500
TICKET_000113,PROD_003,1,4500
TICKET_000113,PROD_023,1,3500
TICKET_000113,PROD_019,1,3200
TICKET_000114,PROD_001,1,2500
TICKET_000114,PROD_015,1,2800
TICKET_000115,PROD_023,1,3500
TICKET_000116,PROD_003,1,4500
TICKET_000117,PROD_021,1,3500
TICKET_000117,PROD_029,1,3000
TICKET_000118,PROD_012,1,3000
TICKET_000118,PROD_024,1,3000
TICKET_000119,PROD_034,1,6500
TICKET_000120,PROD_001,2,2500
TICKET_000120,PROD_013,1,3500
TICKET_000121,PROD_012,1,3000
TICKET_000122,PROD_001,1,2500
TICKET_000122,PROD_015,1,2800
TICKET_000122,PROD_026,1,3500
TICKET_000123,PROD_012,1,3000
TICKET_000123,PROD_024,1,3000
TICKET_000124,PROD_021,1,3500
TICKET_000124,PROD_009,1,5000
TICKET_000125,PROD_007,1,4500
TICKET_000126,PROD_021,1,3500
TICKET_000127,PROD_002,1,3500
TICKET_000127,PROD_017,1,2800
TICKET_000128,PROD_033,1,1500
TICKET_000129,PROD_003,1,4500
TICKET_000129,PROD_023,1,3500
TICKET_000130,PROD_031,1,4500
TICKET_000130,PROD_003,1,4500
TICKET_000131,PROD_012,1,3000
TICKET_000132,PROD_003,1,4500
TICKET_000133,PROD_031,1,4500
TICKET_000134,PROD_026,1,3500
TICKET_000135,PROD_017,1,2800
TICKET_000136,PROD_034,1,6500
TICKET_000136,PROD_017,1,2800
TICKET_000137,PROD_003,1,4500
TICKET_000137,PROD_015,1,2800
TICKET_000138,PROD_022,1,3500
TICKET_000138,PROD_008,1,3200
TICKET_000139,PROD_010,1,3500
TICKET_000139,PROD_016,1,2500
TICKET_000140,PROD_035,1,7500
TICKET_000140,PROD_028,1,2000
TICKET_000141,PROD_003,1,4500
TICKET_000141,PROD_023,1,3500
TICKET_000142,PROD_006,1,2500
TICKET_000143,PROD_021,1,3500
TICKET_000143,PROD_034,1,6500
TICKET_000144,PROD_021,1,3500
TICKET_000145,PROD_010,1,3500
TICKET_000145,PROD_023,1,3500
TICKET_000145,PROD_008,1,3200
TICKET_000146,PROD_012,1,3000
TICKET_000146,PROD_024,1,3000
TICKET_000147,PROD_031,1,4500
TICKET_000148,PROD_006,1,2500
TICKET_000148,PROD_028,1,2000
TICKET_000148,PROD_002,1,3500
TICKET_000148,PROD_012,1,3000
TICKET_000149,PROD_021,1,3500
TICKET_000149,PROD_009,1,5000
TICKET_000149,PROD_018,1,2800
TICKET_000150,PROD_032,1,2500
TICKET_000151,PROD_009,1,5000
TICKET_000152,PROD_006,1,2500
TICKET_000152,PROD_028,1,2000
TICKET_000153,PROD_019,1,3200
TICKET_000153,PROD_002,1,3500
TICKET_000153,PROD_030,1,4500
TICKET_000154,PROD_018,1,2800
TICKET_000154,PROD_001,1,2500
TICKET_000155,PROD_031,1,4500
TICKET_000155,PROD_003,1,4500
TICKET_000155,PROD_019,1,3200
TICKET_000156,PROD_003,1,4500
TICKET_000156,PROD_023,1,3500
TICKET_000156,PROD_034,1,6500
TICKET_000157,PROD_001,1,2500
TICKET_000157,PROD_015,1,2800
TICKET_000157,PROD_017,1,2800
TICKET_000158,PROD_015,1,2800
TICKET_000159,PROD_001,1,2500
TICKET_000159,PROD_015,1,2800
TICKET_000160,PROD_013,1,3500
TICKET_000161,PROD_003,1,4500
TICKET_000162,PROD_002,1,3500
TICKET_000162,PROD_017,1,2800
TICKET_000163,PROD_025,1,3500
TICKET_000164,PROD_031,1,4500
TICKET_000164,PROD_003,1,4500
TICKET_000165,PROD_001,1,2500
TICKET_000166,PROD_006,1,2500
TICKET_000166,PROD_028,1,2000
TICKET_000166,PROD_021,1,3500
TICKET_000167,PROD_021,1,3500
TICKET_000167,PROD_009,1,5000
TICKET_000168,PROD_019,1,3200
TICKET_000168,PROD_012,1,3000
TICKET_000169,PROD_034,1,6500
TICKET_000169,PROD_026,1,3500
TICKET_000170,PROD_016,1,2500
TICKET_000171,PROD_001,1,2500
TICKET_000171,PROD_015,1,2800
TICKET_000172,PROD_001,2,2500
TICKET_000172,PROD_029,1,3000
TICKET_000173,PROD_002,1,3500
TICKET_000174,PROD_026,1,3500
TICKET_000174,PROD_029,1,3000
TICKET_000175,PROD_021,1,3500
TICKET_000176,PROD_003,1,4500
TICKET_000176,PROD_023,1,3500
TICKET_000177,PROD_008,1,3200
TICKET_000178,PROD_021,1,3500
TICKET_000179,PROD_010,1,3500
TICKET_000179,PROD_016,1,2500
TICKET_000180,PROD_027,1,2500
TICKET_000181,PROD_003,1,4500
TICKET_000181,PROD_015,1,2800
TICKET_000182,PROD_035,1,7500
TICKET_000183,PROD_026,1,3500
TICKET_000184,PROD_013,1,3500
TICKET_000185,PROD_001,2,2500
TICKET_000185,PROD_005,1,4000
TICKET_000186,PROD_012,1,3000
TICKET_000187,PROD_016,1,2500
TICKET_000188,PROD_002,1,3500
TICKET_000188,PROD_017,1,2800
TICKET_000188,PROD_009,1,5000
TICKET_000188,PROD_012,1,3000
TICKET_000189,PROD_028,1,2000
TICKET_000190,PROD_003,1,4500
TICKET_000190,PROD_023,1,3500
TICKET_000191,PROD_019,1,3200
TICKET_000191,PROD_012,1,3000
TICKET_000192,PROD_001,1,2500
TICKET_000192,PROD_035,1,7500
TICKET_000193,PROD_001,1,2500
TICKET_000194,PROD_001,2,2500
TICKET_000195,PROD_001,1,2500
TICKET_000196,PROD_003,1,4500
TICKET_000196,PROD_023,1,3500
TICKET_000196,PROD_020,1,3200
TICKET_000196,PROD_002,1,3500
TICKET_000197,PROD_030,1,4500
TICKET_000197,PROD_024,1,3000
TICKET_000198,PROD_001,1,2500
TICKET_000198,PROD_015,1,2800
TICKET_000198,PROD_028,1,2000
TICKET_000198,PROD_020,1,3200
TICKET_000199,PROD_028,1,2000
TICKET_000199,PROD_029,1,3000
TICKET_000200,PROD_001,1,2500
TICKET_000200,PROD_015,1,2800
TICKET_000201,PROD_010,1,3500
TICKET_000201,PROD_016,1,2500
TICKET_000202,PROD_019,1,3200
TICKET_000202,PROD_017,1,2800
TICKET_000203,PROD_019,1,3200
TICKET_000203,PROD_012,1,3000
TICKET_000204,PROD_001,1,2500
TICKET_000204,PROD_008,1,3200
TICKET_000205,PROD_010,1,3500
TICKET_000205,PROD_016,1,2500
TICKET_000205,PROD_012,1,3000
TICKET_000205,PROD_003,1,4500
TICKET_000206,PROD_031,1,4500
TICKET_000206,PROD_003,1,4500
TICKET_000206,PROD_026,1,3500
TICKET_000207,PROD_012,1,3000
TICKET_000208,PROD_007,1,4500
TICKET_000209,PROD_021,1,3500
TICKET_000209,PROD_029,1,3000
TICKET_000210,PROD_008,1,3200
TICKET_000211,PROD_031,1,4500
TICKET_000212,PROD_001,1,2500
TICKET_000213,PROD_019,2,3200
TICKET_000213,PROD_012,1,3000
TICKET_000214,PROD_001,1,2500
TICKET_000215,PROD_012,1,3000
TICKET_000215,PROD_024,1,3000
TICKET_000215,PROD_028,1,2000
TICKET_000215,PROD_009,1,5000
TICKET_000216,PROD_021,1,3500
TICKET_000216,PROD_009,1,5000
TICKET_000217,PROD_019,1,3200
TICKET_000217,PROD_012,1,3000
TICKET_000217,PROD_025,1,3500
TICKET_000218,PROD_003,1,4500
TICKET_000218,PROD_023,1,3500
TICKET_000218,PROD_015,1,2800
TICKET_000218,PROD_012,1,3000
TICKET_000219,PROD_012,1,3000
TICKET_000219,PROD_024,1,3000
TICKET_000220,PROD_008,1,3200
TICKET_000220,PROD_013,1,3500
TICKET_000221,PROD_030,1,4500
TICKET_000222,PROD_021,1,3500
TICKET_000222,PROD_018,1,2800
TICKET_000223,PROD_006,1,2500
TICKET_000223,PROD_028,1,2000
TICKET_000223,PROD_020,1,3200
TICKET_000223,PROD_010,1,3500
TICKET_000224,PROD_022,1,3500
TICKET_000225,PROD_001,1,2500
TICKET_000225,PROD_015,1,2800
TICKET_000225,PROD_013,1,3500
TICKET_000225,PROD_032,1,2500
TICKET_000226,PROD_019,1,3200
TICKET_000226,PROD_012,1,3000
TICKET_000227,PROD_021,1,3500
TICKET_000227,PROD_009,1,5000
TICKET_000227,PROD_004,1,4800
TICKET_000228,PROD_006,1,2500
TICKET_000228,PROD_004,1,4800
TICKET_000229,PROD_013,1,3500
TICKET_000230,PROD_003,1,4500
TICKET_000230,PROD_023,1,3500
TICKET_000231,PROD_003,1,4500
TICKET_000231,PROD_023,1,3500
TICKET_000231,PROD_035,1,7500
TICKET_000232,PROD_007,1,4500
TICKET_000233,PROD_029,1,3000
TICKET_000234,PROD_013,1,3500
TICKET_000235,PROD_021,1,3500
TICKET_000236,PROD_012,1,3000
TICKET_000237,PROD_032,1,2500
TICKET_000238,PROD_002,1,3500
TICKET_000238,PROD_017,1,2800
TICKET_000239,PROD_006,1,2500
TICKET_000239,PROD_013,1,3500
TICKET_000239,PROD_035,1,7500
TICKET_000240,PROD_003,1,4500
TICKET_000240,PROD_010,1,3500
TICKET_000241,PROD_031,1,4500
TICKET_000241,PROD_022,1,3500
TICKET_000242,PROD_019,1,3200
TICKET_000242,PROD_012,1,3000
TICKET_000243,PROD_019,1,3200
TICKET_000243,PROD_012,1,3000
TICKET_000244,PROD_005,1,4000
TICKET_000245,PROD_001,1,2500
TICKET_000245,PROD_015,1,2800
TICKET_000245,PROD_023,1,3500
TICKET_000246,PROD_002,1,3500
TICKET_000247,PROD_019,1,3200
TICKET_000247,PROD_022,1,3500
TICKET_000248,PROD_025,1,3500
TICKET_000249,PROD_010,2,3500
TICKET_000250,PROD_003,1,4500
TICKET_000250,PROD_023,1,3500
TICKET_000251,PROD_021,1,3500
TICKET_000252,PROD_003,1,4500
TICKET_000252,PROD_023,1,3500
TICKET_000252,PROD_031,1,4500
TICKET_000253,PROD_021,1,3500
TICKET_000253,PROD_009,1,5000
TICKET_000253,PROD_032,1,2500
TICKET_000254,PROD_031,1,4500
TICKET_000254,PROD_003,1,4500
TICKET_000254,PROD_035,1,7500
TICKET_000255,PROD_021,1,3500
TICKET_000256,PROD_006,1,2500
TICKET_000257,PROD_003,1,4500
TICKET_000257,PROD_027,1,2500
TICKET_000258,PROD_002,1,3500
TICKET_000258,PROD_017,1,2800
TICKET_000258,PROD_021,1,3500
TICKET_000258,PROD_013,1,3500
TICKET_000259,PROD_020,1,3200
TICKET_000260,PROD_012,1,3000
TICKET_000260,PROD_021,1,3500
TICKET_000261,PROD_010,1,3500
TICKET_000261,PROD_016,1,2500
TICKET_000262,PROD_002,1,3500
TICKET_000262,PROD_017,1,2800
TICKET_000262,PROD_008,1,3200
TICKET_000263,PROD_023,1,3500
TICKET_000263,PROD_014,1,3800
TICKET_000264,PROD_001,1,2500
TICKET_000264,PROD_007,1,4500
TICKET_000265,PROD_021,1,3500
TICKET_000266,PROD_026,1,3500
TICKET_000267,PROD_005,1,4000
TICKET_000268,PROD_028,1,2000
TICKET_000268,PROD_001,1,2500
TICKET_000269,PROD_002,3,3500
TICKET_000269,PROD_017,1,2800
TICKET_000270,PROD_021,1,3500
TICKET_000270,PROD_009,2,5000
TICKET_000270,PROD_005,1,4000
TICKET_000271,PROD_002,1,3500
TICKET_000271,PROD_017,1,2800
TICKET_000271,PROD_003,1,4500
TICKET_000272,PROD_026,1,3500
TICKET_000273,PROD_001,2,2500
TICKET_000273,PROD_016,1,2500
TICKET_000274,PROD_019,1,3200
TICKET_000274,PROD_012,1,3000
TICKET_000275,PROD_028,1,2000
TICKET_000276,PROD_034,1,6500
TICKET_000277,PROD_012,1,3000
TICKET_000277,PROD_024,1,3000
TICKET_000278,PROD_012,1,3000
TICKET_000278,PROD_018,1,2800
TICKET_000279,PROD_008,1,3200
TICKET_000280,PROD_012,1,3000
TICKET_000280,PROD_003,1,4500
TICKET_000281,PROD_002,1,3500
TICKET_000281,PROD_017,1,2800
TICKET_000282,PROD_006,1,2500
TICKET_000282,PROD_029,1,3000
TICKET_000283,PROD_002,1,3500
TICKET_000283,PROD_017,1,2800
TICKET_000284,PROD_021,1,3500
TICKET_000284,PROD_009,1,5000
TICKET_000285,PROD_002,1,3500
TICKET_000285,PROD_031,1,4500
TICKET_000285,PROD_004,1,4800
TICKET_000286,PROD_023,1,3500
TICKET_000287,PROD_001,1,2500
TICKET_000287,PROD_015,1,2800
TICKET_000287,PROD_008,1,3200
TICKET_000287,PROD_013,1,3500
TICKET_000288,PROD_011,1,2500
TICKET_000289,PROD_009,1,5000
TICKET_000290,PROD_002,1,3500
TICKET_000290,PROD_007,1,4500
TICKET_000291,PROD_015,1,2800
TICKET_000292,PROD_010,1,3500
TICKET_000292,PROD_016,1,2500
TICKET_000293,PROD_010,2,3500
TICKET_000293,PROD_016,1,2500
TICKET_000294,PROD_008,1,3200
TICKET_000294,PROD_029,1,3000
TICKET_000295,PROD_020,1,3200
TICKET_000296,PROD_010,1,3500
TICKET_000296,PROD_016,1,2500
TICKET_000296,PROD_017,1,2800
TICKET_000296,PROD_001,1,2500
TICKET_000297,PROD_030,1,4500
TICKET_000297,PROD_025,1,3500
TICKET_000298,PROD_017,1,2800
TICKET_000299,PROD_010,1,3500
TICKET_000299,PROD_016,1,2500
TICKET_000299,PROD_021,1,3500
TICKET_000300,PROD_019,1,3200
TICKET_000301,PROD_003,1,4500
TICKET_000301,PROD_023,1,3500
TICKET_000301,PROD_009,1,5000
TICKET_000302,PROD_030,1,4500
TICKET_000303,PROD_012,1,3000
TICKET_000304,PROD_021,1,3500
TICKET_000305,PROD_001,2,2500
TICKET_000306,PROD_001,1,2500
TICKET_000307,PROD_008,1,3200
TICKET_000307,PROD_016,1,2500
TICKET_000308,PROD_002,1,3500
TICKET_000308,PROD_017,1,2800
TICKET_000308,PROD_001,1,2500
TICKET_000309,PROD_021,1,3500
TICKET_000310,PROD_006,1,2500
TICKET_000310,PROD_028,1,2000
TICKET_000311,PROD_002,1,3500
TICKET_000312,PROD_019,1,3200
TICKET_000313,PROD_026,1,3500
TICKET_000314,PROD_001,2,2500
TICKET_000314,PROD_009,1,5000
TICKET_000314,PROD_024,1,3000
TICKET_000315,PROD_031,1,4500
TICKET_000316,PROD_021,1,3500
TICKET_000316,PROD_018,1,2800
TICKET_000317,PROD_002,1,3500
TICKET_000318,PROD_019,1,3200
TICKET_000319,PROD_001,1,2500
TICKET_000319,PROD_015,1,2800
TICKET_000320,PROD_010,1,3500
TICKET_000320,PROD_016,1,2500
TICKET_000320,PROD_031,1,4500
TICKET_000321,PROD_006,1,2500
TICKET_000321,PROD_028,1,2000
TICKET_000322,PROD_031,1,4500
TICKET_000322,PROD_003,1,4500
TICKET_000323,PROD_002,1,3500
TICKET_000323,PROD_017,1,2800
TICKET_000323,PROD_013,1,3500
TICKET_000324,PROD_002,1,3500
TICKET_000324,PROD_017,1,2800
TICKET_000324,PROD_003,1,4500
TICKET_000325,PROD_027,1,2500
TICKET_000326,PROD_019,1,3200
TICKET_000326,PROD_012,1,3000
TICKET_000326,PROD_004,1,4800
TICKET_000326,PROD_035,1,7500
TICKET_000327,PROD_010,1,3500
TICKET_000327,PROD_035,1,7500
TICKET_000328,PROD_013,1,3500
TICKET_000329,PROD_003,1,4500
TICKET_000329,PROD_023,1,3500
TICKET_000330,PROD_006,1,2500
TICKET_000331,PROD_017,1,2800
TICKET_000332,PROD_019,1,3200
TICKET_000332,PROD_012,1,3000
TICKET_000332,PROD_026,1,3500
TICKET_000332,PROD_034,1,6500
TICKET_000333,PROD_021,1,3500
TICKET_000333,PROD_009,1,5000
TICKET_000333,PROD_004,1,4800
TICKET_000334,PROD_018,1,2800
TICKET_000334,PROD_003,1,4500
TICKET_000335,PROD_001,1,2500
TICKET_000335,PROD_015,1,2800
TICKET_000336,PROD_010,1,3500
TICKET_000336,PROD_016,1,2500
TICKET_000336,PROD_029,1,3000
TICKET_000337,PROD_001,1,2500
TICKET_000337,PROD_015,1,2800
TICKET_000337,PROD_002,1,3500
TICKET_000337,PROD_032,1,2500
TICKET_000338,PROD_002,1,3500
TICKET_000338,PROD_031,1,4500
TICKET_000339,PROD_035,1,7500
TICKET_000340,PROD_010,1,3500
TICKET_000340,PROD_001,1,2500
TICKET_000341,PROD_031,1,4500
TICKET_000341,PROD_029,1,3000
TICKET_000341,PROD_032,1,2500
TICKET_000342,PROD_002,1,3500
TICKET_000342,PROD_017,1,2800
TICKET_000343,PROD_019,1,3200
TICKET_000344,PROD_003,1,4500
TICKET_000344,PROD_002,1,3500
TICKET_000345,PROD_031,1,4500
TICKET_000345,PROD_003,1,4500
TICKET_000346,PROD_006,1,2500
TICKET_000346,PROD_028,1,2000
TICKET_000347,PROD_016,1,2500
TICKET_000347,PROD_029,1,3000
TICKET_000348,PROD_002,1,3500
TICKET_000348,PROD_017,1,2800
TICKET_000349,PROD_001,2,2500
TICKET_000349,PROD_029,1,3000
TICKET_000349,PROD_026,1,3500
TICKET_000350,PROD_012,1,3000
TICKET_000350,PROD_033,1,1500
TICKET_000351,PROD_006,1,2500
TICKET_000351,PROD_028,1,2000
TICKET_000351,PROD_030,1,4500
TICKET_000351,PROD_004,1,4800
TICKET_000352,PROD_014,1,3800
TICKET_000352,PROD_034,1,6500
TICKET_000353,PROD_025,1,3500
TICKET_000353,PROD_004,1,4800
TICKET_000354,PROD_001,1,2500
TICKET_000354,PROD_015,1,2800
TICKET_000354,PROD_009,1,5000
TICKET_000354,PROD_017,1,2800
TICKET_000355,PROD_001,1,2500
TICKET_000356,PROD_001,1,2500
TICKET_000357,PROD_024,1,3000
TICKET_000358,PROD_031,1,4500
TICKET_000359,PROD_001,1,2500
TICKET_000360,PROD_019,1,3200
TICKET_000360,PROD_012,1,3000
TICKET_000361,PROD_012,2,3000
TICKET_000361,PROD_024,1,3000
TICKET_000362,PROD_026,1,3500
TICKET_000363,PROD_035,1,7500
TICKET_000364,PROD_006,1,2500
TICKET_000365,PROD_019,1,3200
TICKET_000365,PROD_012,1,3000
TICKET_000365,PROD_031,1,4500
TICKET_000365,PROD_001,1,2500
TICKET_000366,PROD_002,1,3500
TICKET_000366,PROD_034,1,6500
TICKET_000367,PROD_012,1,3000
TICKET_000368,PROD_017,1,2800
TICKET_000369,PROD_010,1,3500
TICKET_000369,PROD_016,1,2500
TICKET_000369,PROD_023,1,3500
TICKET_000369,PROD_013,1,3500
TICKET_000370,PROD_003,1,4500
TICKET_000370,PROD_023,1,3500
TICKET_000370,PROD_018,1,2800
TICKET_000370,PROD_008,1,3200
TICKET_000371,PROD_012,1,3000
TICKET_000372,PROD_010,1,3500
TICKET_000372,PROD_016,1,2500
TICKET_000373,PROD_021,1,3500
TICKET_000373,PROD_009,1,5000
TICKET_000373,PROD_018,1,2800
TICKET_000374,PROD_006,1,2500
TICKET_000375,PROD_010,1,3500
TICKET_000375,PROD_016,1,2500
TICKET_000376,PROD_005,1,4000
TICKET_000377,PROD_001,1,2500
TICKET_000377,PROD_028,1,2000
TICKET_000377,PROD_031,1,4500
TICKET_000378,PROD_012,1,3000
TICKET_000379,PROD_027,1,2500
TICKET_000380,PROD_006,1,2500
TICKET_000380,PROD_028,1,2000
TICKET_000380,PROD_035,1,7500
TICKET_000380,PROD_018,1,2800
TICKET_000381,PROD_035,1,7500
TICKET_000381,PROD_021,1,3500
TICKET_000382,PROD_019,1,3200
TICKET_000382,PROD_012,1,3000
TICKET_000382,PROD_009,1,5000
TICKET_000383,PROD_006,1,2500
TICKET_000383,PROD_028,1,2000
TICKET_000384,PROD_015,1,2800
TICKET_000385,PROD_001,1,2500
TICKET_000385,PROD_033,1,1500
TICKET_000385,PROD_014,1,3800
TICKET_000386,PROD_031,1,4500
TICKET_000386,PROD_003,1,4500
TICKET_000387,PROD_010,1,3500
TICKET_000387,PROD_016,1,2500
TICKET_000388,PROD_024,1,3000
